Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division
2,Goulburn,5,Detractor,4. Agree,3. Neither Agree nor Disagree,2. Disagree,4. Agree,5. Strongly Agree,2. Disagree,4. Agree,1. Strongly Disagree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,28/10/2021 0:00,"""Fees""",,2021-11,2021,2021-Q4,Closed,08/11/2021 11:15,Red
20,Sale,10,Promoter,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,28/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,08/11/2021 10:30,Blue
22,Wollert,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Curriculum & Programs""","""Campus Directors & Educators"",""Curriculum & Programs"",""Fees"",""Head Office Interactions""",2021-11,2021,2021-Q4,Pending,10/11/2021 21:09,Green
8,Cootamundra,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,27/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,16/11/2021 8:59,Blue
12,Corowa,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,28/10/2021 0:00,"""Environment & Facilities""",,2021-11,2021,2021-Q4,Pending,10/11/2021 21:08,Blue
16,Mooroopna,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,08/11/2021 8:55,Green
11,Dalby,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,01/11/2021 0:00,"""Campus Directors & Educators""","""Accounts & Billing Interactions""",2021-11,2021,2021-Q4,Closed,01/12/2021 10:12,Blue
1,Katherine,8,Neutral,4. Agree,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,28/10/2021 0:00,"""Cleanliness & Hygiene"",""Environment & Facilities"",""Food & Nutrition""","""Accounts & Billing Interactions"",""App & Child Updates"",""Communication"",""Enrolment Process"",""Environment & Facilities"",""Fees"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,08/11/2021 6:50,Yellow
15,Gold Coast,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,29/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,19/11/2021 9:59,Green
21,Ingham,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,27/10/2021 0:00,"""Campus Directors & Educators"",""Communication"",""Head Office Interactions""",,2021-11,2021,2021-Q4,Closed,17/11/2021 8:25,Orange
2,Traralgon,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,28/10/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Closed,07/11/2021 11:29,Red
25,Southern Cross,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,06/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Closed,08/11/2021 9:32,Orange
11,Nelson Bay,1,Detractor,2. Disagree,2. Disagree,3. Neither Agree nor Disagree,4. Agree,2. Disagree,1. Strongly Disagree,3. Neither Agree nor Disagree,1. Strongly Disagree,06/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,29/10/2021 0:00,"""Curriculum & Programs""","""Communication""",2021-11,2021,2021-Q4,Closed,08/11/2021 8:48,Purple
20,Adelaide,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,06/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",,2021-11,2021,2021-Q4,Closed,08/11/2021 13:36,Purple
19,Kiama,7,Neutral,5. Strongly Agree,2. Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",,2021-11,2021,2021-Q4,Closed,20/12/2021 7:42,Grey
7,Springwood,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,19/11/2021 13:22,Blue
11,Yeppoon,8,Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,None,,Blue
11,Mount Barker,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Campus Directors & Educators"",""Threat of Leaving""",,2021-11,2021,2021-Q4,Pending,10/11/2021 21:13,Blue
9,Geraldton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,24/12/2021 9:49,Blue
9,Echuca,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,04/11/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,09/12/2021 21:30,Blue
23,Kyneton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Pending,10/11/2021 21:13,Green
15,Corinda,4,Detractor,4. Agree,2. Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,2. Disagree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,29/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Fees""","""App & Child Updates"",""Communication"",""Curriculum & Programs""",2021-11,2021,2021-Q4,Closed,29/03/2022 6:59,Green
4,Nambour,9,Promoter,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,None,,Red
11,Dalby,9,Promoter,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,01/11/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,None,,Blue
23,Katoomba,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,11/11/2021 14:44,Green
5,Meekatharra,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Pending,10/11/2021 21:13,Red
24,Mount Isa,7,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,01/11/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,07/11/2021 8:44,Purple
13,Gympie,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,16/11/2021 13:19,Green
23,Kyneton,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,06/01/2022 16:16,Green
7,Sydney,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,11/11/2021 15:05,Blue
18,Wangaratta,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Pending,10/11/2021 21:12,Green
20,Bathurst,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Closed,12/11/2021 14:26,Purple
12,Yanchep,7,Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,08/11/2021 15:32,Green
14,Kalgoorlie,1,Detractor,2. Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,2. Disagree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""App & Child Updates"",""Environment & Facilities""",,2021-11,2021,2021-Q4,In Progress,17/11/2021 9:01,Green
10,Murray Bridge,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,29/10/2021 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,29/11/2021 15:59,Blue
13,Rye,10,Promoter,5. Strongly Agree,4. Agree,1. Strongly Disagree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,02/11/2021 0:00,"""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,08/11/2021 6:49,Green
9,Armidale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,27/10/2021 0:00,20/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities"",""Head Office Interactions""",,2021-11,2021,2021-Q4,Closed,05/11/2021 12:18,Blue
10,Margaret River,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,03/12/2021 11:23,Blue
8,Wallaroo,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,11/10/2021 0:00,"""Campus Directors & Educators"",""Communication""",,2021-11,2021,2021-Q4,Closed,08/11/2021 8:09,Blue
15,Goondiwindi,8,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/11/2021 0:00,01/11/2021 0:00,05/11/2021 0:00,03/11/2021 0:00,"""Curriculum & Programs""",,2021-11,2021,2021-Q4,None,,Green
15,Quilpie,8,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,None,,Green
20,Streaky Bay,10,Promoter,5. Strongly Agree,5. Strongly Agree,1. Strongly Disagree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""App & Child Updates"",""Communication"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,15/11/2021 13:58,Purple
21,Bomaderry,1,Detractor,1. Strongly Disagree,3. Neither Agree nor Disagree,2. Disagree,3. Neither Agree nor Disagree,1. Strongly Disagree,2. Disagree,3. Neither Agree nor Disagree,2. Disagree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,01/11/2021 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,09/11/2021 11:51,Orange
11,Cooranbong,7,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,1. Strongly Disagree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,17/11/2021 8:32,Blue
10,Roebourne,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators""","""Communication""",2021-11,2021,2021-Q4,Pending,10/11/2021 21:07,Blue
2,Cannonvale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,29/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""Campus Directors & Educators""",2021-11,2021,2021-Q4,Closed,05/11/2021 8:41,Red
17,Tamworth,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,04/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,01/11/2021 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,13/11/2021 13:37,Green
2,Cobram,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Staff Retention & Turnover"",""Threat of Leaving""",,2021-11,2021,2021-Q4,Closed,04/11/2021 12:08,Red
13,Gympie,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,29/10/2021 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,16/11/2021 13:21,Green
14,Cowra,9,Promoter,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,2. Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,28/10/2021 0:00,"""Campus Directors & Educators""","""Fees""",2021-11,2021,2021-Q4,None,,Green
22,Bairnsdale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,05/11/2021 7:14,Green
1,Smithton,9,Promoter,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,08/11/2021 14:25,Yellow
9,Armidale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Head Office Interactions""",,2021-11,2021,2021-Q4,Closed,05/11/2021 12:20,Blue
3,Emu Plains,7,Neutral,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,29/10/2021 0:00,"""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,08/11/2021 11:44,Red
1,Worragee,9,Promoter,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,05/11/2021 9:05,Yellow
8,Burnie,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Closed,05/11/2021 10:35,Blue
3,Mittagong,10,Promoter,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities""","""App & Child Updates"",""Campus Directors & Educators"",""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,11/11/2021 12:36,Red
1,Seymour,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,01/11/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Closed,04/11/2021 9:15,Yellow
11,Banora Point,6,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,4. Agree,4. Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Environment & Facilities""",,2021-11,2021,2021-Q4,In Progress,03/12/2021 13:23,Blue
11,Cooranbong,5,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,2. Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,01/11/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities""","""App & Child Updates"",""Curriculum & Programs"",""Environment & Facilities"",""Fees""",2021-11,2021,2021-Q4,In Progress,17/11/2021 8:22,Blue
4,Mareeba,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,22/11/2021 8:02,Red
20,Swan Hill,9,Promoter,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,27/10/2021 0:00,"""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,05/11/2021 7:46,Purple
16,Campbelltown,0,Detractor,2. Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,29/10/2021 0:00,"""App & Child Updates"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",,2021-11,2021,2021-Q4,Closed,04/11/2021 9:33,Green
17,Tom Price,10,Promoter,1. Strongly Disagree,1. Strongly Disagree,1. Strongly Disagree,1. Strongly Disagree,1. Strongly Disagree,1. Strongly Disagree,1. Strongly Disagree,3. Neither Agree nor Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,26/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Head Office Interactions""","""Fees""",2021-11,2021,2021-Q4,Closed,13/11/2021 13:40,Purple
9,Red Cliffs,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,25/10/2021 0:00,"""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,01/12/2021 9:03,Blue
24,Bordertown,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,29/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Closed,04/11/2021 20:34,Green
21,Cranbourne,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,27/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,08/11/2021 15:46,Orange
17,Bundaberg,8,Neutral,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,03/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,14/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,None,,Green
