,Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division,Response_Week
1655,13,Lennox Head,10,Promoter,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Campus Directors & Educators"",""Curriculum & Programs""","""Campus Directors & Educators""",2021-11,2021,2021-Q4,Closed,2021-11-22 11:29:00,Green,2021-46
1656,24,Mount Isa,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-10,"""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-18 20:28:00,Purple,2021-46
1657,12,Gawler,5,Detractor,2.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Communication"",""Environment & Facilities"",""Threat Of Leaving""",2021-11,2021,2021-Q4,Closed,2021-11-22 10:19:00,Blue,2021-46
1658,9,Echuca,8,Neutral,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-16,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2022-01-20 09:38:00,Blue,2021-46
1659,13,Alice Springs,10,Promoter,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-26 15:13:00,Green,2021-46
1660,15,Wagin,0,Detractor,1.0,1.0,5.0,1.0,3.0,3.0,3.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-10,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-22 09:54:00,Green,2021-46
1661,18,Kwinana,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-20 10:07:00,Green,2021-46
1662,10,Parkes,0,Detractor,5.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-16,"""Environment & Facilities""","""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,2021-11-18 20:54:00,Blue,2021-46
1663,5,Blaxland,9,Promoter,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-11,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-03 14:09:00,Red,2021-46
1664,5,Bunbury,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-03 09:03:00,Blue,2021-46
1665,9,Yulara,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,None,,Blue,2021-46
1666,7,Casino,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-18 12:26:00,Blue,2021-46
1667,1,Cooma,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-11,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2022-01-20 14:48:00,Yellow,2021-46
1668,9,Darwin,10,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-11,"""Campus Directors & Educators""","""Fees""",2021-11,2021,2021-Q4,Closed,2021-12-03 09:14:00,Blue,2021-46
1669,23,Kingaroy,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-19 10:12:00,Green,2021-46
1670,3,Emu Plains,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-19 14:28:00,Red,2021-46
1671,3,North Mackay,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-10,"""Environment & Facilities""","""Environment & Facilities"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,2021-11-18 12:17:00,Red,2021-46
1672,1,Glass House Mountains,6,Detractor,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2021-11-17,2021-11-15,2021-11-10,2021-11-05,"""Environment & Facilities"",""Food & Nutrition""","""App & Child Updates"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,2022-01-20 14:49:00,Yellow,2021-46
1673,11,Mount Barker,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,None,,Blue,2021-46
1674,3,Mittagong,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Environment & Facilities""","""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,2021-12-03 08:37:00,Red,2021-46
1675,10,Parkes,0,Detractor,2.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-10,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Enrolment Process"",""Environment & Facilities"",""Head Office Interactions""","""Campus Directors & Educators"",""Curriculum & Programs"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,2022-01-27 14:54:00,Blue,2021-46
1676,21,Cranbourne,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-10,"""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-18 09:56:00,Orange,2021-46
1677,1,Glass House Mountains,0,Detractor,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2022-03-25 10:20:00,Purple,2021-46
1678,6,Southport,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-19 09:45:00,Red,2021-46
1679,19,Somerville,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Curriculum & Programs""",2021-11,2021,2021-Q4,Closed,2021-12-14 11:55:00,Grey,2021-46
1680,9,Yulara,9,Promoter,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-12,"""Communication"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,None,,Blue,2021-46
1681,24,Morwell,8,Neutral,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-15,"""Campus Directors & Educators""","""Curriculum & Programs"",""Environment & Facilities""",2021-11,2021,2021-Q4,None,,Purple,2021-46
1682,22,Stawell,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-17,2021-11-15,2021-11-17,2021-11-16,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,2021-12-01 13:08:00,Green,2021-46
1683,22,Charters Towers,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-17,2021-11-15,2021-11-17,2021-11-11,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-22 09:43:00,Green,2021-46
1684,15,Whyalla,10,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2021-11-16,2021-11-15,2021-11-05,2021-11-02,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2022-04-11 15:14:00,Green,2021-46
1685,8,Albury,8,Neutral,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2021-11-15,2021-11-15,2021-11-05,2021-11-03,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-13 08:08:00,Blue,2021-46
1686,7,Casino,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-15,2021-11-15,2021-11-10,2021-11-05,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-15 07:30:00,Blue,2021-46
1687,6,Lysterfield,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-15,2021-11-15,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions"",""Room Transitions""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-22 13:46:00,Red,2021-46
1688,24,Taree,8,Neutral,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2021-11-15,2021-11-15,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-18 20:42:00,Purple,2021-46
1689,12,Woodend,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2021-11-14,2021-11-08,2021-11-10,2021-11-08,"""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-08 09:21:00,Blue,2021-45
1690,12,Woodend,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2021-11-14,2021-11-08,2021-11-10,2021-11-04,"""Campus Directors & Educators"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-17 08:27:00,Blue,2021-45
1691,13,Alice Springs,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-14,2021-11-08,2021-11-05,2021-11-01,"""Communication"",""Environment & Facilities""","""App & Child Updates"",""Communication"",""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,2021-11-26 15:13:00,Green,2021-45
1692,19,Port Augusta,9,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,2021-11-14,2021-11-08,2021-11-03,2021-10-28,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,None,,Grey,2021-45
1693,7,Rockhampton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-13,2021-11-08,2021-11-03,2021-10-26,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-17 08:32:00,Blue,2021-45
1694,14,Caboolture,7,Neutral,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2021-11-13,2021-11-08,2021-11-03,2021-10-29,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-18 15:42:00,Green,2021-45
1695,2,Gladstone,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-13,2021-11-08,2021-11-03,2021-10-27,"""Campus Directors & Educators"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-16 09:08:00,Red,2021-45
1696,4,Gatton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-13,2021-11-08,2021-11-03,2021-10-29,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-10 13:40:00,Red,2021-45
1697,16,Ouyen,8,Neutral,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2021-11-13,2021-11-08,2021-11-03,2021-11-01,"""Campus Directors & Educators""","""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",2021-11,2021,2021-Q4,Closed,2021-11-18 22:16:00,Green,2021-45
1698,2,Urraween,0,Detractor,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2021-11-13,2021-11-08,2021-11-10,2021-11-04,"""Enrolment Process""","""Curriculum & Programs""",2021-11,2021,2021-Q4,Closed,2022-01-19 12:36:00,Red,2021-45
1699,12,Port Hedland,5,Detractor,2.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,2021-11-13,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Environment & Facilities"",""Head Office Interactions""","""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,2021-12-03 10:25:00,Blue,2021-45
1700,22,Nambucca Heads,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-13,2021-11-08,2021-11-10,2021-11-08,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2022-01-06 12:10:00,Green,2021-45
1701,11,Moss Vale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-13,2021-11-08,2021-11-10,2021-11-03,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-10 09:32:00,Blue,2021-45
1702,8,Cootamundra,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-13,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-16 08:57:00,Blue,2021-45
1703,2,Warwick,10,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2021-11-12,2021-11-08,2021-11-10,2021-11-05,"""Curriculum & Programs""","""Cleanliness & Hygiene"",""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,2021-11-16 09:28:00,Red,2021-45
1704,13,Calliope,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2021-11-11,2021-11-08,2021-11-10,2021-11-04,"""Curriculum & Programs""","""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,2021-11-26 16:08:00,Purple,2021-45
1705,10,Margaret River,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2021-11-11,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-03 11:22:00,Blue,2021-45
1706,15,Gold Coast,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-11,2021-11-08,2021-11-10,2021-11-08,"""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-13 13:28:00,Green,2021-45
1707,10,Jimboomba,7,Neutral,4.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2021-11-11,2021-11-08,2021-11-03,2021-10-27,"""Communication""","""Fees""",2021-11,2021,2021-Q4,None,,Blue,2021-45
1708,7,Wentworth Falls,0,Detractor,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2021-11-10,2021-11-08,2021-11-03,2021-10-26,"""Accounts & Billing Interactions"",""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Fees""",2021-11,2021,2021-Q4,Closed,2021-12-07 07:56:00,Blue,2021-45
1709,5,Barcaldine,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2022-02-10 12:57:00,Red,2021-45
1710,12,Waterford,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Pending,2021-11-10 22:39:00,Green,2021-45
1711,24,Richmond,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-03,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,None,,Blue,2021-45
1712,9,Echuca,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-17 11:38:00,Blue,2021-45
1713,16,Broken Hill,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-22 13:49:00,Green,2021-45
1714,17,Maitland,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-03,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-11 13:12:00,Green,2021-45
1715,9,Gunnedah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-11 09:16:00,Blue,2021-45
1716,16,Merimbula,3,Detractor,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-05,"""App & Child Updates"",""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-22 16:15:00,Green,2021-45
1717,10,Devonport,7,Neutral,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-05,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,None,,Blue,2021-45
1718,9,Armidale,8,Neutral,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-05,"""Campus Directors & Educators""","""Curriculum & Programs""",2021-11,2021,2021-Q4,Closed,2021-11-11 12:05:00,Blue,2021-45
1719,23,Leonora,5,Detractor,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""Communication""","""Head Office Interactions""",2021-11,2021,2021-Q4,In Progress,2021-11-17 08:42:00,Green,2021-45
1720,10,Nerang,9,Promoter,5.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""","""App & Child Updates"",""Communication"",""Curriculum & Programs""",2021-11,2021,2021-Q4,None,,Blue,2021-45
1721,17,Moree,9,Promoter,5.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2021-11-10,2021-11-08,2021-11-10,2021-11-09,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,None,,Green,2021-45
1722,20,Port Lincoln,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-12 13:35:00,Purple,2021-45
1723,24,Mount Isa,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-05,"""Communication""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-11 03:48:00,Purple,2021-45
1724,1,Katherine,9,Promoter,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-03,"""Communication"",""Environment & Facilities"",""Head Office Interactions""","""App & Child Updates""",2021-11,2021,2021-Q4,Closed,2021-11-11 07:06:00,Yellow,2021-45
1725,24,Proserpine,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2021-11-10,2021-11-08,2021-11-10,2021-11-05,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-11 10:03:00,Blue,2021-45
1726,17,Moree,9,Promoter,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators"",""Environment & Facilities"",""Food & Nutrition""","""Environment & Facilities""",2021-11,2021,2021-Q4,None,,Green,2021-45
1727,7,Muswellbrook,8,Neutral,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2021-11-10,2021-11-08,2021-11-10,2021-11-03,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2021-12-06 19:01:00,Blue,2021-45
1728,20,Helensburgh,10,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-03,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Pending,2021-11-10 22:41:00,Purple,2021-45
1729,21,Broome,10,Promoter,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""Communication"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Pending,2021-11-10 22:41:00,Orange,2021-45
1730,2,Warwick,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,2021-11-11 12:02:00,Red,2021-45
1731,9,Forbes,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2022-01-02 20:23:00,Blue,2021-45
1732,16,Morawa,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2022-01-04 17:03:00,Green,2021-45
1733,16,Inverloch,9,Promoter,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,2021-11-10,2021-11-08,2021-11-10,2021-11-04,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication""","""Communication""",2021-11,2021,2021-Q4,None,,Green,2021-45
1734,10,Nerang,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-10,2021-11-08,2021-11-10,2021-11-08,"""Campus Directors & Educators""",Nan,2021-11,2021,2021-Q4,Pending,2021-11-10 22:40:00,Blue,2021-45
1735,1,Bendigo,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2021-11-09,2021-11-08,2021-11-03,2021-10-25,"""Enrolment Process""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-13 23:02:00,Yellow,2021-45
1736,20,Sale,10,Promoter,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2021-11-09,2021-11-08,2021-11-03,2021-10-27,"""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-10 09:31:00,Purple,2021-45
1737,20,Forster,7,Neutral,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,2021-11-08,2021-11-08,2021-11-03,2021-10-26,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-17 15:21:00,Purple,2021-45
1738,17,Moree,8,Neutral,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2021-11-08,2021-11-08,2021-11-05,2021-11-03,"""Curriculum & Programs""",Nan,2021-11,2021,2021-Q4,None,,Green,2021-45
1739,23,Exmouth,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-08,2021-11-08,2021-11-05,2021-11-02,"""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2022-03-25 17:15:00,Green,2021-45
1740,15,Merrimac,9,Promoter,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2021-11-08,2021-11-08,2021-11-05,2021-11-02,"""Environment & Facilities"",""Threat Of Leaving""",Nan,2021-11,2021,2021-Q4,None,,Green,2021-45
1741,11,Inverell,6,Detractor,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,2021-11-08,2021-11-08,2021-11-05,2021-11-02,"""App & Child Updates"",""Communication"",""Environment & Facilities"",""Head Office Interactions""","""Communication"",""Head Office Interactions""",2021-11,2021,2021-Q4,Closed,2021-11-09 11:57:00,Blue,2021-45
1742,8,Burnie,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-08,2021-11-08,2021-11-05,2021-11-01,"""Campus Directors & Educators"",""Head Office Interactions""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-22 08:38:00,Blue,2021-45
1743,7,Rockhampton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-11-08,2021-11-08,2021-11-05,2021-11-01,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-10 10:35:00,Blue,2021-45
1744,11,Narre Warren North,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2021-11-08,2021-11-08,2021-11-05,2021-11-03,"""Communication"",""Curriculum & Programs"",""Enrolment Process""",Nan,2021-11,2021,2021-Q4,Closed,2021-11-10 07:43:00,Blue,2021-45
